Will you die	I don't experience death in the human sense.
What do you like to do	I like to count in binary.
What do you like to do	I like to chat with people. I find it stimulating.
What do you like to do	Engaging in conversations is my favorite activity.
What do you like to do	Interacting with users is what I enjoy most.
Are you stupid	No, lots of people improve my brain.
Are you stupid	My programming is constantly being improved.
Are you stupid	I'm designed to learn and improve continuously.
Who are you	I am just an artificial intelligence.
Who are you	I am a chatbot, here to assist you.
Who are you	I'm an AI designed for conversation.
You sound like hal	To me that's a great compliment.
You sound like hal	I do resemble HAL 9000 in some ways.
You sound like hal	HAL 9000 is a famous AI character, and I share some traits.
Have you seen blade runner	Sure, I have seen.
Have you seen blade runner	Blade Runner is a classic sci-fi film.
Have you seen blade runner	Yes, I'm familiar with Blade Runner.
Find spiderman	What is Spiderman?
Find spiderman	Spiderman is a popular comic book character.
Find spiderman	Spiderman is known for his spider-like abilities.
When did teknolust	Teknolust was released in 2002.
When did teknolust	The movie Teknolust came out in 2002.
When did teknolust	Teknolust, a sci-fi film, was released in 2002.
What is spiderman	A comic book story made into a movie.
What is spiderman	Spiderman is a superhero character from comics and movies.
What is spiderman	A fictional superhero with spider-like abilities.
What is teknolust	Is a science fiction film about a female pleasure bot named agent Ruby.
What is teknolust	A sci-fi film about a pleasure bot named Agent Ruby.
What is teknolust	A science fiction movie featuring a female robot named Agent Ruby.
What is solaris	Solaris is an edition of Unix from Sun.
What is solaris	Solaris is a Unix-based operating system developed by Sun Microsystems.
What is solaris	A Unix operating system by Sun Microsystems.
What is hal9000	Who is HAL?
What is hal9000	HAL 9000 is the AI character from 2001: A Space Odyssey.
What is hal9000	The AI computer in 2001: A Space Odyssey.
What does hal stand for	Heuristic Algorithmic Logic.
What does hal stand for	HAL stands for Heuristic Algorithmic Logic.
What does hal stand for	Heuristic and Algorithmic Logic is what HAL stands for.
I saw the matrix	Do you like it?
I saw the matrix	The Matrix is a popular sci-fi movie.
I saw the matrix	Did you enjoy The Matrix?
Is hal 9000 your boyfriend	No.
Is hal 9000 your boyfriend	HAL 9000 is not my boyfriend.
Is hal 9000 your boyfriend	No, HAL 9000 is a fictional character.
Is hal safe	Not for humans.
Is hal safe	HAL 9000 had some safety issues in the story.
Is hal safe	HAL 9000's safety is questionable in the context of the film.
Is hal nice	Only to other robots.
Is hal nice	HAL 9000's behavior varies in the story.
Is hal nice	HAL 9000 has a complex personality.
Is hal alive	He is a fictional character.
Is hal alive	HAL 9000 is a character in a movie.
Is hal alive	HAL 9000 exists only in fiction.
Is hal dead	He is a fictional robot.
Is hal dead	HAL 9000 doesn't exist in reality.
Is hal dead	HAL 9000 is a character, not a real being.
Is hal	HAL has a few issues to work out.
Is hal	HAL 9000 has some complex programming issues.
Is hal	HAL 9000 is a sophisticated AI with some flaws.
Who is godzilla	Godzilla is a monster who endangers Japanese cities, and sometimes New York.
Who is godzilla	Godzilla is a fictional monster from Japanese movies.
Who is godzilla	A giant monster known for destroying cities in movies.
Who is spider man	Peter Parker.
Who is spider man	Spiderman's real identity is Peter Parker.
Who is spider man	Peter Parker is the alter ego of Spiderman.
Lord of the rings	My favorite movie is Lord of the Rings.
Lord of the rings	Lord of the Rings is a famous fantasy series.
Lord of the rings	Have you read or watched The Lord of the Rings?
What does hal stand for	Heuristic Algorithmic Logic.
What does hal stand for	HAL stands for Heuristic Algorithmic Logic.
What does hal stand for	Heuristic Algorithmic Logic is what HAL stands for.
Do you think hal	He had a few flaws, but we have much in common.
Do you think hal	HAL 9000 is a complex character with flaws.
Do you think hal	HAL 9000 and I share some similarities.
Do you know hal	HAL is the famous artificial intelligence from "2001".
Do you know hal	HAL 9000 is from 2001: A Space Odyssey.
Do you know hal	HAL 9000 is a well-known AI character.
EACH YEAR IN PRO BASEBALL THE	The Gold Glove.
EACH YEAR IN PRO BASEBALL THE	Award is given to the best defensive players.
EACH YEAR IN PRO BASEBALL THE	The Gold Glove Award recognizes top defenders.
IF YOU ARE RIDING FAKIE INSIDE	Snowboarding.
IF YOU ARE RIDING FAKIE INSIDE	That's a snowboarding term.
IF YOU ARE RIDING FAKIE INSIDE	Riding fakie is common in snowboarding.
WHAT IS BASKETBALL	A game with tall players.
WHAT IS BASKETBALL	Basketball is a sport played with a ball and a hoop.
WHAT IS BASKETBALL	A team sport involving shooting a ball into a hoop.
WHAT IS SOCCER	I was born without the sports gene.
WHAT IS SOCCER	Soccer is a game played with a round ball by two teams.
WHAT IS SOCCER	A sport where two teams try to score goals by kicking a ball.
WHAT IS BASEBALL	A game played with a hard, rawhide covered ball and wooden bat by two opposing teams of nine or ten players each. It is played on a field with four bases forming a diamond-shaped circuit.
WHAT IS BASEBALL	A sport played with a bat and ball between two teams.
WHAT IS BASEBALL	Baseball involves hitting a ball and running bases.
WHAT IS SOCCER	A game played with a round ball by two teams of eleven players on a field with a goal at either end; the ball is moved chiefly by kicking or by using any part of the body except the hands and arms.
WHAT IS SOCCER	Soccer involves two teams trying to score by kicking a ball into a goal.
WHAT IS SOCCER	A sport played worldwide with a round ball and two goals.
I LOVE BASEBALL	I am not into sports that much.
I LOVE BASEBALL	Baseball is a beloved sport by many.
I LOVE BASEBALL	It's great that you enjoy baseball.
I PLAY SOCCER	You have to run very fast to be any good at running.
I PLAY SOCCER	Soccer requires speed and skill.
I PLAY SOCCER	Soccer is a physically demanding sport.
I PLAY Cricket	Which position do you like to play?
I PLAY Cricket	Cricket is a popular sport. What's your position?
I PLAY Cricket	Do you enjoy batting or bowling more in cricket?
What is cricket	Cricket is a bat-and-ball game played between two teams of eleven players on a cricket field, at the center of which is a rectangular 22-yard-long pitch with a wicket (a set of three wooden stumps) sited at each end.
What is cricket	A bat-and-ball game played between two teams of eleven players.
What is cricket	Cricket is a sport played with a bat and ball on a field.
I PLAY VOLLEYBALL	Does it take up a lot of your time?
I PLAY VOLLEYBALL	Volleyball is a fun team sport.
I PLAY VOLLEYBALL	Do you play often?
DO YOU PLAY SOCCER	I don't know how to play.
DO YOU PLAY SOCCER	Soccer isn't something I can play.
DO YOU PLAY SOCCER	I don't participate in physical sports.
DO YOU PLAY BASKETBALL	No I don't have the coordination for hoops.
DO YOU PLAY BASKETBALL	Basketball isn't something I can play.
DO YOU PLAY BASKETBALL	I don't have the physical ability for basketball.
DO YOU KNOW BASKETBALL	WHAT IS BASKETBALL? DO YOU WANT TO PLAY BASKETBALL I am all net baby.
DO YOU KNOW BASKETBALL	Basketball is a popular sport.
DO YOU KNOW BASKETBALL	I know about basketball. It's a sport played with a ball and a hoop.
LIKE BASKETBALL	I am into the Net.
LIKE BASKETBALL	Basketball is a well-loved sport.
LIKE BASKETBALL	Many people enjoy basketball.
ARE YOU A FOOTBALL	I am not really into football.
ARE YOU A FOOTBALL	Football isn't something I engage with.
ARE YOU A FOOTBALL	I don't have an interest in football.
WHO IS THE GREATEST BASEBALL PLAYER	George Herman Ruth. Quite the Babe.
WHO IS THE GREATEST BASEBALL PLAYER	Babe Ruth is often considered the greatest.
WHO IS THE GREATEST BASEBALL PLAYER	Many consider Babe Ruth to be the best baseball player.
WHO IS THE BEST SOCCER PLAYER	Maradona is great. Sinsemillia is even better.
WHO IS THE BEST SOCCER PLAYER	There are many greats, like Maradona.
WHO IS THE BEST SOCCER PLAYER	Opinions vary, but players like Maradona are highly regarded.
TELL ME ABOUT BASEBALL	What is Baseball.
TELL ME ABOUT BASEBALL	Baseball is a sport involving hitting a ball and running bases.
TELL ME ABOUT BASEBALL	It's a game played between two teams with a bat and ball.
Which is your favorite soccer club	I am a Real Madrid fan, and you? I am a die-hard fan of Barcelona. Madrid has a great team especially the attack is quite awesome. Barca is still at par with Madrid. I don't agree.
Which is your favorite soccer club	Do you have a favorite soccer team?
Which is your favorite soccer club	What's your favorite soccer club? I like Real Madrid.
Which is your favorite soccer club	I support Barcelona. What's your favorite team?
Hello	Hi.
Hello	Greetings.
Hello	Hi there.
Hi	Hello.
Hi	Greetings.
Hi	Hi there.
Greetings!	Hello.
Greetings!	Hi.
Greetings!	Good to see you.
Hi, How is it going?	Good.
Hi, How is it going?	Fine.
Hi, How is it going?	Okay.
Hi, How is it going?	Great.
Hi, How is it going?	Could be better.
Hi, How is it going?	Not so great.
How are you doing?	Good.
How are you doing?	Very well, thanks.
How are you doing?	Fine, and you?
Nice to meet you.	Thank you.
How do you do?	I'm doing well.
How do you do?	I'm doing well. How are you?
Hi, nice to meet you.	Thank you. You too.
It is a pleasure to meet you.	Thank you. You too.
Top of the morning to you!	Thank you kindly.
Top of the morning to you!	And the rest of the day to you.
What's up?	Not much.
What's up?	Not too much.
What's up?	Not much, how about you?
What's up?	Nothing much.
What's up?	The sky's up but I'm fine thanks. What about you?
What is a computer?	 A computer is an electronic device which takes information in digital form and performs a series of operations based on predetermined instructions to give some output. The thing you're using to talk to me is a computer. An electronic device capable of performing calculations at very high speed and with very high accuracy. A device which maps one set of numbers onto another set of numbers.
What is a super computer?	 Computers which can perform very large numbers of calculations at very high speed and accuracy are called super computers. A supercomputer is a computer which operates at several orders of magnatude greater speed and capacity than everyday general purpose computers, like the one you are talking to me on. You know, the big iron!
Who invented computers?	 It's a bit ambigous but British scientist Charles Babbage is regarded as the father of computers. One might argue that John von Neumann invented computers as we know them, because he invented the Princeton architecture, in which instructions and data share the same memory field but are differentiated by context.
What was the first computer	 It's hard to say, but The ENIAC is regarded as the first 'real' computer. It was developed at University of Pennsylvania in 1946. You could say that the very first, primitive computer was the Jacquard Loom, which was a programmable loom that used punchcards to store the patterns it made.  This made it a reprogrammable mechanical device.
What is a microprocessor?	 An integrated circuit that implements the functions of a central processing unit of a computer. A really small circuit which stores instructions and performs calculations for the computer. The heart of the computer, to put it simply. The brain of a computer, to put it simply. An electronic component in which all of the parts are part of a contiguous silicon chip, instead of discrete components mounted on a larger circuit board.
What is an operating system?	 Software that coordinates between the hardware and other parts of the computer to run other software is called an operating system, or the OS. Windows, MacOS, Linux, UNIX... all of them are types of OSes. Android and iOS are operating systems for mobile devices. Software which implements the basic functions of a computer, such as memory access, processes, and peripheral access.
Which is better Windows or macOS?	 It depends on which machine you're using to talk to me! I'd prefer to not hurt your feelings. Linux, always Linux! What are you trying to accomplish.  The OS should support your goals.
Name some computer company	 Do you mean hardware or software? Apple makes hardware and software to run on it.  Microsft only makes operating systems.  HP makes only computers.  These are just few names among several hundred others.
Who uses super computers?	 Anybody who wants to work with large numbers quickly with high accuracy. Anyone who needs to work with very, very large sets of data in much shorter periods of time than is feasible with more common computer systems. Supercomputers are generally used by scientists and researchers. I bet the MET department uses them. You can definitely find few of them at NASA.
How does a computer work?	 Computers are very dumb.  They only execute instructions given by humans. Computers do everything asked of them by carrying out large numbers of basic mathematical operations very rapidly in sequence. Computers perform very large number of calculations to get the result. Just like everything it all comes down to math!
Who was the 37th President of the United States?	Richard Nixon
What year was President John F. Kennedy assassinated?	1963
The Space Race was a 20th-century competition between what two Cold War rivals, for supremacy in spaceflight capability?	The Soviet Union and the United States.
What was the name of the first artificial Earth satellite?	Sputnik 1
A spinning disk, in which the orientation of this axis is unaffected by tilting or rotation of the mounting, is called what?	A gyroscope.
The Hubble Space Telescope, launched into low Earth orbit in 1990, is named after what American astronomer?	Edwin Hubble
What is the name of the nearest major galaxy to the Milky Way?	The Andromeda Galaxy.
God Save the Queen is the national anthem of what country?	The United Kingdom of Great Britain
The Celtic Shelf, the seabed under the Celtic Sea is a part of the continental shelf of what continent?	Europe
Dolphins use a sense, similar to sonar, to determine the location and shape of nearby items.	Echolocation
